term,type,up_support_days,down_support_days,total_support_days,up_total_days,down_total_days,up_prevalence_pct,down_prevalence_pct,up_minus_down_pp
see more,phrase,2,6,8,51,41,3.9215686274509802,14.634146341463415,-10.712577714012433
snowflake,word,2,6,8,51,41,3.9215686274509802,14.634146341463415,-10.712577714012433
the dominant,phrase,2,6,8,51,41,3.9215686274509802,14.634146341463415,-10.712577714012433
these two,phrase,2,6,8,51,41,3.9215686274509802,14.634146341463415,-10.712577714012433
trade tensions,phrase,2,6,8,51,41,3.9215686274509802,14.634146341463415,-10.712577714012433
trump says,phrase,2,6,8,51,41,3.9215686274509802,14.634146341463415,-10.712577714012433
views,word,2,6,8,51,41,3.9215686274509802,14.634146341463415,-10.712577714012433
zuckerberg,word,2,6,8,51,41,3.9215686274509802,14.634146341463415,-10.712577714012433
gpu,word,38,35,73,51,41,74.50980392156863,85.36585365853658,-10.856049736967954
reported,word,33,31,64,51,41,64.70588235294117,75.60975609756098,-10.903873744619796
stocks to,phrase,33,31,64,51,41,64.70588235294117,75.60975609756098,-10.903873744619796
the market,phrase,33,31,64,51,41,64.70588235294117,75.60975609756098,-10.903873744619796
make,word,28,27,55,51,41,54.90196078431372,65.85365853658537,-10.951697752271638
research,word,28,27,55,51,41,54.90196078431372,65.85365853658537,-10.951697752271638
risk,word,28,27,55,51,41,54.90196078431372,65.85365853658537,-10.951697752271638
sees,word,28,27,55,51,41,54.90196078431372,65.85365853658537,-10.951697752271638
late,word,23,23,46,51,41,45.09803921568628,56.09756097560975,-10.999521759923486
architecture,word,18,19,37,51,41,35.294117647058826,46.34146341463415,-11.047345767575322
used,word,18,19,37,51,41,35.294117647058826,46.34146341463415,-11.047345767575322
chip stock,phrase,13,15,28,51,41,25.49019607843137,36.58536585365854,-11.095169775227165
last week,phrase,13,15,28,51,41,25.49019607843137,36.58536585365854,-11.095169775227165
put,word,13,15,28,51,41,25.49019607843137,36.58536585365854,-11.095169775227165
to develop,phrase,13,15,28,51,41,25.49019607843137,36.58536585365854,-11.095169775227165
amazon amzn,phrase,8,11,19,51,41,15.686274509803921,26.829268292682926,-11.142993782879007
around the,phrase,8,11,19,51,41,15.686274509803921,26.829268292682926,-11.142993782879007
brief,word,8,11,19,51,41,15.686274509803921,26.829268292682926,-11.142993782879007
clients,word,8,11,19,51,41,15.686274509803921,26.829268292682926,-11.142993782879007
climbs,word,8,11,19,51,41,15.686274509803921,26.829268292682926,-11.142993782879007
dominated,word,8,11,19,51,41,15.686274509803921,26.829268292682926,-11.142993782879007
explosive,word,8,11,19,51,41,15.686274509803921,26.829268292682926,-11.142993782879007
industries,word,8,11,19,51,41,15.686274509803921,26.829268292682926,-11.142993782879007
its stock,phrase,8,11,19,51,41,15.686274509803921,26.829268292682926,-11.142993782879007
jpmorgan,word,8,11,19,51,41,15.686274509803921,26.829268292682926,-11.142993782879007
microsoft's,word,8,11,19,51,41,15.686274509803921,26.829268292682926,-11.142993782879007
moving the,phrase,8,11,19,51,41,15.686274509803921,26.829268292682926,-11.142993782879007
nvidia are,phrase,8,11,19,51,41,15.686274509803921,26.829268292682926,-11.142993782879007
nvidia's h200,phrase,8,11,19,51,41,15.686274509803921,26.829268292682926,-11.142993782879007
period,word,8,11,19,51,41,15.686274509803921,26.829268292682926,-11.142993782879007
and softbank,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
be downloaded,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
british,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
cash flow,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
ces,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
chipmaker nvidia,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
compliance,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
concerned,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
consider,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
copy,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
copy of,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
could reshape,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
counts,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
downloaded,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
downloaded here,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
early trading,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
engine,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
engineers,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
exports of,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
few years,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
growth is,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
growth prospects,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
hype,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
in december,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
investor letter,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
jose,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
kept,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
legal,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
letter can,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
make the,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
new highs,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
news to,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
nvda in,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
of major,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
organizations,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
partner to,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
pressures,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
represents,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
reveal,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
revenues and,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
robotaxi,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
role as,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
san jose,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
secretary,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
slump,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
stellar,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
sunday,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
sustained,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
tech's,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
the key,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
thoughts,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
time high,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
to export,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
upcoming earnings,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
upgraded to,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
use of,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
vast,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
via,word,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
wants to,phrase,3,7,10,51,41,5.882352941176471,17.073170731707318,-11.190817790530847
says,word,44,40,84,51,41,86.27450980392157,97.5609756097561,-11.286465805834522
last,word,39,36,75,51,41,76.47058823529412,87.8048780487805,-11.334289813486375
partner,word,24,24,48,51,41,47.05882352941177,58.53658536585366,-11.477761836441891
continues,word,19,20,39,51,41,37.254901960784316,48.78048780487805,-11.525585844093733
point,word,19,20,39,51,41,37.254901960784316,48.78048780487805,-11.525585844093733
agentic ai,phrase,14,16,30,51,41,27.45098039215686,39.02439024390244,-11.573409851745575
ai revolution,phrase,14,16,30,51,41,27.45098039215686,39.02439024390244,-11.573409851745575
in house,phrase,14,16,30,51,41,27.45098039215686,39.02439024390244,-11.573409851745575
means for,phrase,14,16,30,51,41,27.45098039215686,39.02439024390244,-11.573409851745575
november,word,14,16,30,51,41,27.45098039215686,39.02439024390244,-11.573409851745575
sk,word,14,16,30,51,41,27.45098039215686,39.02439024390244,-11.573409851745575
tech giant,phrase,14,16,30,51,41,27.45098039215686,39.02439024390244,-11.573409851745575
to make,phrase,14,16,30,51,41,27.45098039215686,39.02439024390244,-11.573409851745575
upgrade,word,14,16,30,51,41,27.45098039215686,39.02439024390244,-11.573409851745575
ai platform,phrase,9,12,21,51,41,17.647058823529413,29.26829268292683,-11.621233859397414
are moving,phrase,9,12,21,51,41,17.647058823529413,29.26829268292683,-11.621233859397414
effort,word,9,12,21,51,41,17.647058823529413,29.26829268292683,-11.621233859397414
possible,word,9,12,21,51,41,17.647058823529413,29.26829268292683,-11.621233859397414
regulatory,word,9,12,21,51,41,17.647058823529413,29.26829268292683,-11.621233859397414
advancements,word,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
ai processors,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
an open,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
and power,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
benefiting,word,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
both companies,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
chief investment,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
cisco systems,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
cloud providers,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
growth with,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
humanoid,word,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
india,word,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
major cloud,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
networking and,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
quarters,word,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
recent years,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
released its,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
solutions for,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
stalled,word,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
standard,word,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
street journal,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
substantial,word,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
the growing,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
the story,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
thinking,word,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
to play,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
trading day,phrase,4,8,12,51,41,7.8431372549019605,19.51219512195122,-11.66905786704926
openai,word,40,37,77,51,41,78.43137254901961,90.2439024390244,-11.812529890004786
back,word,35,33,68,51,41,68.62745098039215,80.48780487804878,-11.860353897656628
massive,word,35,33,68,51,41,68.62745098039215,80.48780487804878,-11.860353897656628
story,word,35,33,68,51,41,68.62745098039215,80.48780487804878,-11.860353897656628
ai stock,phrase,30,29,59,51,41,58.8235294117647,70.73170731707317,-11.90817790530846
invest,word,30,29,59,51,41,58.8235294117647,70.73170731707317,-11.90817790530846
check,word,25,25,50,51,41,49.01960784313726,60.97560975609756,-11.956001912960307
like nvidia,phrase,25,25,50,51,41,49.01960784313726,60.97560975609756,-11.956001912960307
new ai,phrase,25,25,50,51,41,49.01960784313726,60.97560975609756,-11.956001912960307
advanced ai,phrase,20,21,41,51,41,39.21568627450981,51.21951219512195,-12.00382592061215
conference,word,20,21,41,51,41,39.21568627450981,51.21951219512195,-12.00382592061215
driven by,phrase,20,21,41,51,41,39.21568627450981,51.21951219512195,-12.00382592061215
senior,word,20,21,41,51,41,39.21568627450981,51.21951219512195,-12.00382592061215
autonomous,word,15,17,32,51,41,29.41176470588235,41.46341463414634,-12.051649928263986
continued,word,15,17,32,51,41,29.41176470588235,41.46341463414634,-12.051649928263986
deal to,phrase,15,17,32,51,41,29.41176470588235,41.46341463414634,-12.051649928263986
dan,word,10,13,23,51,41,19.607843137254903,31.70731707317073,-12.09947393591583
editor,word,10,13,23,51,41,19.607843137254903,31.70731707317073,-12.09947393591583
highlighting,word,10,13,23,51,41,19.607843137254903,31.70731707317073,-12.09947393591583
it means,phrase,10,13,23,51,41,19.607843137254903,31.70731707317073,-12.09947393591583
meeting,word,10,13,23,51,41,19.607843137254903,31.70731707317073,-12.09947393591583
nvidia tesla,phrase,10,13,23,51,41,19.607843137254903,31.70731707317073,-12.09947393591583
performance computing,phrase,10,13,23,51,41,19.607843137254903,31.70731707317073,-12.09947393591583
posts,word,10,13,23,51,41,19.607843137254903,31.70731707317073,-12.09947393591583
qualcomm,word,10,13,23,51,41,19.607843137254903,31.70731707317073,-12.09947393591583
traders,word,10,13,23,51,41,19.607843137254903,31.70731707317073,-12.09947393591583
ai capex,phrase,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
ai era,phrase,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
and oracle,phrase,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
bubble fears,phrase,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
concerns over,phrase,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
design and,phrase,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
experience,word,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
generate,word,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
grade,word,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
he said,phrase,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
heading into,phrase,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
index rose,phrase,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
investment and,phrase,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
making the,phrase,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
net income,phrase,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
non,word,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
not the,phrase,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
reflects,word,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
reserve,word,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
stock futures,phrase,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
unveiling,word,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
weighed,word,5,9,14,51,41,9.803921568627452,21.951219512195124,-12.147297943567672
after hitting,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
an eye,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
and customer,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
begun,word,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
benchmark indices,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
blackwell gpu,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
can build,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
caroline,word,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
chip deals,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
department of,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
drama,word,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
eye on,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
for chip,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
fujitsu,word,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
futures of,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
his thoughts,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
impress,word,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
in part,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
in stocks,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
in taipei,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
intelligence chipmaker,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
introduced the,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
is trying,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
is upgraded,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
listed as,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
load,word,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
look ahead,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
major benchmark,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
market open,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
miners,word,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
months after,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
pay for,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
profitable ai,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
propel,word,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
rise with,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
sidelines of,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
strong revenue,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
the uae,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
to two,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
two people,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
us 2b,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
wednesday morning,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
world's top,phrase,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
worse,word,0,5,5,51,41,0.0,12.195121951219512,-12.195121951219512
investments,word,31,30,61,51,41,60.78431372549019,73.17073170731707,-12.386417981826881
co,word,26,26,52,51,41,50.98039215686274,63.41463414634146,-12.434241989478723
that's,word,26,26,52,51,41,50.98039215686274,63.41463414634146,-12.434241989478723
the stocks,phrase,21,22,43,51,41,41.1764705882353,53.65853658536585,-12.482065997130565
contract,word,16,18,34,51,41,31.372549019607842,43.90243902439025,-12.529890004782402
heavy,word,16,18,34,51,41,31.372549019607842,43.90243902439025,-12.529890004782402
helped,word,16,18,34,51,41,31.372549019607842,43.90243902439025,-12.529890004782402
hits,word,16,18,34,51,41,31.372549019607842,43.90243902439025,-12.529890004782402
product,word,16,18,34,51,41,31.372549019607842,43.90243902439025,-12.529890004782402
rallied,word,16,18,34,51,41,31.372549019607842,43.90243902439025,-12.529890004782402
signs,word,16,18,34,51,41,31.372549019607842,43.90243902439025,-12.529890004782402
approved,word,11,14,25,51,41,21.568627450980394,34.146341463414636,-12.577714012434244
backing,word,11,14,25,51,41,21.568627450980394,34.146341463414636,-12.577714012434244
program,word,11,14,25,51,41,21.568627450980394,34.146341463414636,-12.577714012434244
rapidly,word,11,14,25,51,41,21.568627450980394,34.146341463414636,-12.577714012434244
stocks jim,phrase,11,14,25,51,41,21.568627450980394,34.146341463414636,-12.577714012434244
team,word,11,14,25,51,41,21.568627450980394,34.146341463414636,-12.577714012434244
the center,phrase,11,14,25,51,41,21.568627450980394,34.146341463414636,-12.577714012434244
unveils,word,11,14,25,51,41,21.568627450980394,34.146341463414636,-12.577714012434244
alphabet inc,phrase,6,10,16,51,41,11.764705882352942,24.390243902439025,-12.625538020086083
cloud services,phrase,6,10,16,51,41,11.764705882352942,24.390243902439025,-12.625538020086083
concentration,word,6,10,16,51,41,11.764705882352942,24.390243902439025,-12.625538020086083
discussions,word,6,10,16,51,41,11.764705882352942,24.390243902439025,-12.625538020086083
drives,word,6,10,16,51,41,11.764705882352942,24.390243902439025,-12.625538020086083
eye,word,6,10,16,51,41,11.764705882352942,24.390243902439025,-12.625538020086083
flow,word,6,10,16,51,41,11.764705882352942,24.390243902439025,-12.625538020086083
gemini,word,6,10,16,51,41,11.764705882352942,24.390243902439025,-12.625538020086083
in openai,phrase,6,10,16,51,41,11.764705882352942,24.390243902439025,-12.625538020086083
margins and,phrase,6,10,16,51,41,11.764705882352942,24.390243902439025,-12.625538020086083
the united,phrase,6,10,16,51,41,11.764705882352942,24.390243902439025,-12.625538020086083
analyst sees,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
and beyond,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
and innovation,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
brace,word,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
brace for,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
from google,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
funded,word,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
global technology,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
growth at,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
income ratios,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
investors need,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
mark zuckerberg,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
more news,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
nvda alphabet,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
nvidia's new,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
oracle nvidia,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
premier,word,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
record revenue,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
respectively,word,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
senior analyst,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
share of,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
showcasing,word,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
sidelines,word,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
start your,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
this morning,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
week for,phrase,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
wsj,word,1,6,7,51,41,1.9607843137254901,14.634146341463415,-12.673362027737923
billion in,phrase,37,35,72,51,41,72.54901960784314,85.36585365853658,-12.816834050693448
lead,word,27,27,54,51,41,52.94117647058823,65.85365853658537,-12.912482065997132
months,word,27,27,54,51,41,52.94117647058823,65.85365853658537,-12.912482065997132
nvidia in,phrase,27,27,54,51,41,52.94117647058823,65.85365853658537,-12.912482065997132
buildout,word,22,23,45,51,41,43.13725490196079,56.09756097560975,-12.960306073648976
growth and,phrase,22,23,45,51,41,43.13725490196079,56.09756097560975,-12.960306073648976
oracle,word,22,23,45,51,41,43.13725490196079,56.09756097560975,-12.960306073648976
and new,phrase,12,15,27,51,41,23.529411764705884,36.58536585365854,-13.055954088952653
cut,word,12,15,27,51,41,23.529411764705884,36.58536585365854,-13.055954088952653
era,word,12,15,27,51,41,23.529411764705884,36.58536585365854,-13.055954088952653
event,word,12,15,27,51,41,23.529411764705884,36.58536585365854,-13.055954088952653
posted,word,12,15,27,51,41,23.529411764705884,36.58536585365854,-13.055954088952653
powering,word,12,15,27,51,41,23.529411764705884,36.58536585365854,-13.055954088952653
revenues,word,12,15,27,51,41,23.529411764705884,36.58536585365854,-13.055954088952653
strong growth,phrase,12,15,27,51,41,23.529411764705884,36.58536585365854,-13.055954088952653
ai investment,phrase,7,11,18,51,41,13.72549019607843,26.829268292682926,-13.103778096604495
buy for,phrase,7,11,18,51,41,13.72549019607843,26.829268292682926,-13.103778096604495
closely,word,7,11,18,51,41,13.72549019607843,26.829268292682926,-13.103778096604495
episode,word,7,11,18,51,41,13.72549019607843,26.829268292682926,-13.103778096604495
infrastructure spending,phrase,7,11,18,51,41,13.72549019607843,26.829268292682926,-13.103778096604495
memory and,phrase,7,11,18,51,41,13.72549019607843,26.829268292682926,-13.103778096604495
new york,phrase,7,11,18,51,41,13.72549019607843,26.829268292682926,-13.103778096604495
options,word,7,11,18,51,41,13.72549019607843,26.829268292682926,-13.103778096604495
sandisk,word,7,11,18,51,41,13.72549019607843,26.829268292682926,-13.103778096604495
sits at,phrase,7,11,18,51,41,13.72549019607843,26.829268292682926,-13.103778096604495
than nvidia,phrase,7,11,18,51,41,13.72549019607843,26.829268292682926,-13.103778096604495
wednesday after,phrase,7,11,18,51,41,13.72549019607843,26.829268292682926,-13.103778096604495
ai build,phrase,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
amazon's cloud,phrase,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
become one,phrase,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
believes that,phrase,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
company released,phrase,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
involved in,phrase,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
its buy,phrase,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
key ai,phrase,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
management company,phrase,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
millionaire,word,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
oct,word,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
peer,word,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
ratios,word,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
rise in,phrase,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
